"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 13:07:25 UTC 2026","Tue Jul 28 13:07:25 UTC 2026","22","","ContactRequestRepositoryIT","","com.tortiki.api.infrastructure.adapter.out.persistence.ContactRequestRepositoryIT","shouldReturnEmptyListWhenNoRequestsForListing","Doit retourner une liste vide si aucune demande pour ce listingId","findByListingId retourne une liste vide si aucune demande pour cette annonce."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","CuisineTypeService — Tests unitaires","","com.tortiki.api.application.service.CuisineTypeServiceTest","findAll_shouldReturnAllCuisineTypes","findAll — retourne toutes les origines culinaires","Récupération de la liste complète des origines culinaires."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","15","","AdminListingController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AdminListingControllerTest","updateStatus_shouldReturn200_whenAdminUpdates","PATCH /admin/listings/{id}/status retourne 200 si la modération réussit","Admin désactive une annonce, HTTP 200 avec le statut mis à jour"
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","1","","SearchListingsService — Tests unitaires","","com.tortiki.api.application.service.SearchListingsServiceTest","search_shouldNotCallGeolocation_whenCityIsNull","search : n'appelle pas GeolocationPort si city est null","Vérifie que search() ne sollicite pas le port de géolocalisation
lorsque city est null — évite un appel réseau inutile.
"
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","14","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","findDistinctActiveCities_shouldReturn200_withEmptyList","GET /listings/cities — retourne 200 avec tableau vide si aucune ville","Aucune ville active — HTTP 200 avec un tableau JSON vide."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","2","","AllergenService — Tests unitaires","","com.tortiki.api.application.service.AllergenServiceTest","findAll_shouldReturnEmptyList_whenNoAllergens","findAll retourne une liste vide si le référentiel est vide","Référentiel vide retourne une liste vide, jamais null."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","4","","CuisineTypeService — Tests unitaires","","com.tortiki.api.application.service.CuisineTypeServiceTest","delete_shouldThrowException_whenUsedByActiveListing","delete — lève CuisineTypeInUseException si des annonces actives la référencent","Suppression bloquée si des annonces actives référencent l'origine — règle métier."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","1","","SearchListingsService — Tests unitaires","","com.tortiki.api.application.service.SearchListingsServiceTest","search_shouldNotCallGeolocation_whenCityIsBlank","search : n'appelle pas GeolocationPort si city est blank","Vérifie que search() ne sollicite pas le port de géolocalisation
lorsque city est une chaîne vide ou espaces.
"
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","delete_shouldThrowUnauthorizedActionException_whenSellerIsNotOwner","delete — lève UnauthorizedActionException si le vendeur n'est pas propriétaire","Un vendeur tiers tente de supprimer l'annonce — UnauthorizedActionException levée."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","7","","SellerDashboardController","","com.tortiki.api.infrastructure.adapter.in.web.SellerDashboardControllerTest","shouldReturn403ForBuyerOnPatchStatus","Doit retourner 403 pour ROLE_BUYER sur PATCH status","Un acheteur tente de modifier un statut — 403 retourné."
"passed","Tue Jul 28 13:07:25 UTC 2026","Tue Jul 28 13:07:25 UTC 2026","20","","ContactRequestRepositoryIT","","com.tortiki.api.infrastructure.adapter.out.persistence.ContactRequestRepositoryIT","shouldSaveContactRequestAndReturnGeneratedId","Doit persister une demande et retourner l'id généré","Une demande valide est persistée et retournée avec son id généré."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","90","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","create_shouldReturnSavedListing_whenSellerAndCuisineTypeExist","create — crée et retourne une annonce avec statut ACTIVE","Sofia crée une annonce — vendeur et origine culinaire résolus, annonce persistée."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","CuisineTypeService — Tests unitaires","","com.tortiki.api.application.service.CuisineTypeServiceTest","delete_shouldDeleteCuisineType_whenNotUsedByActiveListing","delete — supprime une origine non utilisée par des annonces actives","Suppression d'une origine non référencée par des annonces actives — OK."
"passed","Tue Jul 28 13:07:25 UTC 2026","Tue Jul 28 13:07:25 UTC 2026","28","","ContactRequestRepositoryIT","","com.tortiki.api.infrastructure.adapter.out.persistence.ContactRequestRepositoryIT","shouldFindContactRequestsByListingId","Doit retourner les demandes par listingId","findByListingId retourne toutes les demandes pour une annonce."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","SubmitReviewService — Tests unitaires","","com.tortiki.api.application.service.SubmitReviewServiceTest","shouldThrowWhenCommandListingIdIsNull","Command doit lever IllegalArgumentException si listingId est null","listingId null — IllegalArgumentException levée dès la construction."
